,cat_rat,ccpr_rat,polrt,cvrt,hrai,hrsd,country,year,idcode,PIRI,Dis,Kill,Pris,Tort,Polity2,Civilwar2,War,gdppc,pop,Media_ai_rn,Media_ai_br,Media_ai_tot,Media_ec,Media_nw,Media_tot,Media_ave,INGO_uia,UNShame,intensity,yearLag1,PIRILag1,PIRILag2,PIRILead1,polrtLag1,polrtLag2,polrtLead1,democratic,Media_ai_tot_ph,logAI,AIShame,log_gdppc,log_pop
3185,0,0,7,5,4,2,ERITREA,2000,531,2,0,0,1,1,-6,0,0,154.6446991,4097000,2,0,2,0,0,0,0,NA,0,1,1999,4,2,4,7,6,7,0,2,0.676306431,1,5.041130222,15.22576556
3208,0,1,6,6,4,5,ANGOLA,1996,540,8,2,2,2,2,-2,0,0,646.5664063,11200000,3,2,5,0,0,0,0,208,0,1,1995,7,6,8,6,7,6,0,5,1.592597163,1,6.471675909,16.23142434
3209,0,1,6,6,4,4,ANGOLA,1997,540,8,2,2,2,2,-3,1,0,680.2213135,11400000,1,2,3,0,0,0,0,214,0,1,1996,8,7,7,6,6,6,0,3,1.08177154,1,6.522418206,16.24912391
3210,0,1,6,6,5,5,ANGOLA,1998,540,7,2,2,1,2,-3,0,0,708.5579224,11700000,4,5,9,0,0,0,0,213,0,1,1997,8,8,6,6,6,6,0,9,2.180383828,1,6.563231809,16.2750994
3211,0,1,6,6,5,5,ANGOLA,1999,540,6,2,2,0,2,-3,0,0,713.5598755,1.20E+07,4,4,8,0,0,0,0,217,0,1,1998,7,8,7,6,6,6,0,8,2.062600793,1,6.570266351,16.30041721
3212,0,1,6,6,4,5,ANGOLA,2000,540,7,2,2,1,2,-3,0,0,715.1680298,12400000,2,3,5,0,0,0,0,NA,0,1,1999,6,7,7,6,6,6,0,5,1.592597163,1,6.572517522,16.33320703
3235,0,1,3,4,3,3,MOZAMBIQ,1996,541,4,0,1,1,2,6,0,0,166.1813965,16200000,0,0,0,0,0,0,0,266,0,0,1995,3,5,5,3,3,3,1,0.01,-4.622010935,0,5.113079942,16.6005218
3236,0,1,3,4,2,3,MOZAMBIQ,1997,541,5,1,1,1,2,6,0,0,180.1867065,16600000,0,0,0,0,0,0,0,288,0,0,1996,4,3,4,3,3,3,1,0.01,-4.622010935,0,5.193993572,16.62491325
3237,0,1,3,4,3,3,MOZAMBIQ,1998,541,4,0,1,1,2,6,0,0,198.9445038,1.70E+07,0,2,2,0,0,0,0,300,0,1,1997,5,4,5,3,3,3,1,2,0.676306431,0,5.29302591,16.6487239
3238,1,1,3,4,2,2,MOZAMBIQ,1999,541,5,1,1,1,2,6,0,0,209.8103027,17300000,0,1,1,0,0,0,0,300,0,1,1998,4,5,6,3,3,3,1,1,-0.016840749,0,5.346203802,16.66621706
3239,1,1,3,4,3,3,MOZAMBIQ,2000,541,6,1,2,1,2,6,0,0,208.2789001,17700000,1,0,1,0,0,0,0,NA,0,1,1999,5,4,3,3,3,3,1,1,-0.016840749,1,5.338878048,16.6890752
3262,0,1,5,4,2,3,ZAMBIA,1996,551,5,1,1,1,2,1,0,0,332.0596924,9083610,2,2,4,0,0,0,0,477,0,1,1995,2,2,5,3,3,5,0,4,1.369453612,1,5.805314749,16.02198225
3263,0,1,5,4,3,3,ZAMBIA,1997,551,5,1,1,1,2,1,0,0,335.5273132,9286290,7,4,11,0,0,0,0,489,0,1,1996,5,2,4,5,3,5,0,11,2.381054524,1,5.815703364,16.04404968
3264,1,1,5,4,4,3,ZAMBIA,1998,551,4,0,0,2,2,1,0,0,322.2984009,9487760,1,6,7,0,0,0,0,492,0,1,1997,5,5,3,5,5,5,0,7,1.9290694,1,5.775477827,16.0655131
3265,1,1,5,4,2,2,ZAMBIA,1999,551,3,0,1,0,2,1,0,0,322.6658936,9687760,2,3,5,1,0,1,0.5,496,0,2,1998,4,5,3,5,5,5,0,5,1.592597163,1,5.776617403,16.08637379
3266,1,1,5,4,3,2,ZAMBIA,2000,551,3,0,1,0,2,1,0,0,327.5056152,9886000,1,0,1,0,0,0,0,NA,0,1,1999,3,4,3,5,5,5,0,1,-0.016840749,1,5.791505201,16.10663017
3289,0,1,5,5,2,4,ZIMBABWE,1996,552,4,0,2,0,2,-6,0,0,617.1419067,11700000,2,1,3,2,0,2,1,699,0,2,1995,4,2,2,5,5,5,0,3,1.08177154,1,6.425098992,16.2750994
3290,0,1,5,5,2,2,ZIMBABWE,1997,552,2,0,0,0,2,-6,0,0,621.494873,11900000,1,1,2,0,0,0,0,702,0,1,1996,4,4,2,5,5,5,0,2,0.676306431,1,6.432127662,16.29204896
3291,0,1,5,5,3,2,ZIMBABWE,1998,552,2,0,1,0,2,-6,0,0,627.0800171,12200000,1,5,6,0,0,0,0,695,0,1,1997,2,4,2,5,5,6,0,6,1.77491872,1,6.441074151,16.31694651
3292,0,1,6,5,3,3,ZIMBABWE,1999,552,2,0,0,0,2,-6,0,0,610.6275024,12400000,5,2,7,0,0,0,0,699,1,2,1998,2,2,4,5,5,6,0,7,1.9290694,1,6.414487121,16.33320703
3293,0,1,6,5,4,3,ZIMBABWE,2000,552,4,1,1,0,2,-5,0,0,569.5100708,12700000,14,6,20,1,2,3,1.5,NA,0,2,1999,2,2,5,6,5,6,0,20,2.978891524,1,6.344776466,16.35711255
3316,0,1,2,3,2,2,MALAWI,1996,553,4,0,1,1,2,7,0,0,160.2684021,9440250,0,0,0,0,0,0,0,318,0,0,1995,1,2,4,2,2,2,1,0.01,-4.622010935,0,5.076849923,16.06049302
3317,1,1,2,3,2,2,MALAWI,1997,553,4,0,1,1,2,7,0,0,162.4781036,9664930,1,2,3,0,0,0,0,324,0,1,1996,4,1,1,2,2,2,1,3,1.08177154,1,5.090543246,16.08401443
3318,1,1,2,3,2,2,MALAWI,1998,553,1,0,0,0,1,7,0,0,164.1306,9884000,0,3,3,0,0,0,0,319,0,1,1997,4,4,3,2,2,3,1,3,1.08177154,0,5.100662452,16.10642785
3319,1,1,3,3,2,2,MALAWI,1999,553,3,0,1,1,1,7,0,0,167.1477966,10100000,0,0,0,1,0,1,0.5,318,0,1,1998,1,4,1,2,2,3,1,0.01,-4.622010935,0,5.118878431,16.12804598
3320,1,1,3,3,2,2,MALAWI,2000,553,1,0,0,0,1,7,0,0,165.5182037,10300000,0,1,1,0,0,0,0,NA,0,1,1999,3,1,3,3,2,4,1,1,-0.016840749,0,5.109081181,16.14765445
3343,0,0,1,2,4,4,S-AFRICA,1996,560,3,0,2,0,1,9,0,0,2930.040039,4.00E+07,1,7,8,4,0,4,2,1372,0,2,1995,3,6,5,1,2,1,1,8,2.062600793,1,7.982771367,17.50439001
3344,0,0,1,2,4,3,S-AFRICA,1997,560,5,1,2,0,2,9,0,0,2939.555908,40900000,2,2,4,2,0,2,1,1454,0,2,1996,3,3,4,1,1,1,1,4,1.369453612,1,7.986013797,17.52664062
3345,0,0,1,2,4,4,S-AFRICA,1998,560,4,0,2,0,2,9,0,0,2892.925049,41900000,1,6,7,0,0,0,0,1483,0,1,1997,5,3,4,1,1,1,1,7,1.9290694,1,7.970023397,17.55079638
3346,1,1,1,2,3,3,S-AFRICA,1999,560,4,0,2,0,2,9,0,0,2881.345947,42900000,5,3,8,0,0,0,0,1535,0,1,1998,4,5,4,1,1,1,1,8,2.062600793,1,7.966012807,17.57438238
3347,1,1,1,2,4,2,S-AFRICA,2000,560,4,2,1,0,1,9,0,0,2909.602051,4.40E+07,4,1,5,1,0,1,0.5,NA,0,2,1999,4,4,3,1,1,1,1,5,1.592597163,1,7.975771599,17.59970019
3388,1,1,2,3,2,2,NAMIBIA,1996,565,1,0,0,0,1,6,0,0,1757.55603,1686550,0,0,0,0,0,0,0,299,0,0,1995,3,1,2,2,2,2,1,0.01,-4.622010935,0,7.471679504,14.33819558
3389,1,1,2,3,2,2,NAMIBIA,1997,565,2,1,0,0,1,6,0,0,1784.31604,1731320,0,0,0,0,0,0,0,327,0,0,1996,1,3,2,2,2,2,1,0.01,-4.622010935,0,7.48679045,14.36439468
3390,1,1,2,3,3,3,NAMIBIA,1998,565,2,0,0,1,1,6,0,0,1792.06604,1780600,1,1,2,0,0,0,0,335,0,1,1997,2,1,5,2,2,2,1,2,0.676306431,1,7.491124446,14.39246094
3391,1,1,2,3,3,3,NAMIBIA,1999,565,5,2,1,0,2,6,0,0,1797.86499,1834710,0,0,0,0,0,0,0,344,0,0,1998,2,2,3,2,2,2,1,0.01,-4.622010935,0,7.494355123,14.42239699
3392,1,1,2,3,3,2,NAMIBIA,2000,565,3,1,1,0,1,6,0,0,1802.338989,1894000,2,5,7,0,1,1,0.5,NA,0,2,1999,5,2,3,2,2,2,1,7,1.9290694,1,7.496840539,14.45420155
3415,0,1,4,4,2,1,LESOTHO,1996,570,1,0,0,0,1,8,0,0,489.4831848,1676090,0,0,0,0,0,0,0,262,0,0,1995,4,5,1,4,4,4,1,0.01,-4.622010935,0,6.19335011,14.33197426
3442,0,0,2,2,1,1,BOTSWANA,1996,571,1,0,0,0,1,8,0,0,2655.89209,1538070,0,0,0,0,0,0,0,318,1,1,1995,2,1,1,2,2,2,1,0.01,-4.622010935,0,7.884535881,14.24603894
3443,0,0,2,2,1,1,BOTSWANA,1997,571,1,0,0,0,1,9,0,0,2766.697998,1577900,0,0,0,0,0,0,0,331,0,0,1996,1,2,2,2,2,2,1,0.01,-4.622010935,0,7.92540983,14.27160541
3444,0,0,2,2,1,1,BOTSWANA,1998,571,2,0,1,0,1,9,0,0,2867.376953,1614190,1,0,1,0,0,0,0,345,0,1,1997,1,1,1,2,2,2,1,1,-0.016840749,1,7.961152937,14.29434384
3445,0,0,2,2,1,1,BOTSWANA,1999,571,1,0,0,0,1,9,0,0,2962.346924,1646640,1,0,1,0,0,0,0,349,0,1,1998,2,1,1,2,2,2,1,1,-0.016840749,1,7.993737113,14.31424741
3446,1,1,2,2,1,1,BOTSWANA,2000,571,1,0,0,0,1,9,0,0,3134.956055,1675000,0,0,0,0,0,0,0,NA,0,0,1999,1,2,1,2,2,2,1,0.01,-4.622010935,0,8.050370435,14.33132372
3469,0,0,6,5,1,2,SWAZILI,1996,572,3,0,1,0,2,-9,0,0,1326.796021,928980,0,0,0,0,0,0,0,246,0,0,1995,3,1,4,6,6,6,0,0.01,-4.622010935,0,7.190522308,13.74184249
3470,0,0,6,5,2,2,SWAZILI,1997,572,4,1,0,1,2,-9,0,0,1333.438965,959750,0,0,0,0,0,0,0,255,0,0,1996,3,3,2,6,6,6,0,0.01,-4.622010935,0,7.195516572,13.77442811
3471,0,0,6,4,2,2,SWAZILI,1998,572,2,0,0,0,2,-9,0,0,1333.909058,990530,0,1,1,0,0,0,0,254,0,1,1997,4,3,2,6,6,6,0,1,-0.016840749,0,7.195869051,13.80599543
3472,0,0,6,5,2,2,SWAZILI,1999,572,2,0,0,1,1,-9,0,0,1341.650024,1019540,0,0,0,0,0,0,0,256,0,0,1998,2,4,3,6,6,6,0,0.01,-4.622010935,0,7.201655497,13.8348621
3473,0,0,6,5,2,2,SWAZILI,2000,572,3,0,1,1,1,-9,0,0,1335.598999,1045000,0,1,1,0,0,0,0,NA,0,1,1999,2,2,1,6,6,6,0,1,-0.016840749,0,7.197135159,13.85952744
3496,0,1,2,4,2,2,MADAGASC,1996,580,1,0,0,0,1,9,0,0,239.2301025,13700000,0,0,0,0,0,0,0,364,0,0,1995,4,4,1,2,2,2,1,0.01,-4.622010935,0,5.477425861,16.43290639
3497,0,1,2,4,2,2,MADAGASC,1997,580,1,0,0,0,1,8,0,0,240.5153046,14100000,0,0,0,0,0,0,0,356,0,0,1996,1,4,1,2,2,2,1,0.01,-4.622010935,0,5.482783724,16.46168536
3498,0,1,2,4,2,2,MADAGASC,1998,580,1,0,0,0,1,7,0,0,242.3641968,14600000,0,0,0,0,0,0,0,354,0,0,1997,1,1,1,2,2,2,1,0.01,-4.622010935,0,5.49044154,16.49653209
3499,0,1,2,4,2,2,MADAGASC,1999,580,1,0,0,0,1,7,0,0,245.9351959,15100000,0,0,0,0,0,0,0,368,0,0,1998,1,1,1,2,2,2,1,0.01,-4.622010935,0,5.50506807,16.5302053
3500,0,1,2,4,2,2,MADAGASC,2000,580,1,0,0,0,1,7,0,0,249.7984009,15500000,0,0,0,0,0,0,0,NA,0,0,1999,1,1,1,2,2,2,1,0.01,-4.622010935,0,5.520654196,16.55635058
3550,1,1,1,2,NA,2,MAURTIUS,1996,590,1,0,0,0,1,10,0,0,3174.743896,1134000,0,1,1,0,0,0,0,426,0,1,1995,1,2,1,1,1,1,1,1,-0.016840749,0,8.062982246,13.94126176
3551,1,1,1,2,NA,1,MAURTIUS,1997,590,1,0,0,0,1,10,0,0,3320.485107,1147710,0,0,0,0,0,0,0,424,0,0,1996,1,1,1,1,1,1,1,0.01,-4.622010935,0,8.107866168,13.95327921
3552,1,1,1,2,NA,1,MAURTIUS,1998,590,1,0,0,0,1,10,0,0,3483.233887,1159730,0,0,0,0,0,0,0,436,0,0,1997,1,1,3,1,1,1,1,0.01,-4.622010935,0,8.155716419,13.96369778
3553,1,1,1,2,NA,2,MAURTIUS,1999,590,3,0,1,1,1,10,0,0,3622.029053,1174400,0,0,0,0,0,0,0,435,0,0,1998,1,1,2,1,1,1,1,0.01,-4.622010935,0,8.19478966,13.97626794
3554,1,1,1,2,NA,NA,MAURTIUS,2000,590,2,0,1,0,1,10,0,0,3726.916992,1187000,0,0,0,0,0,0,0,NA,0,0,1999,3,1,3,1,1,1,1,0.01,-4.622010935,0,8.223336627,13.98693967
3604,1,1,5,5,3,2,MOROCCO,1996,600,5,0,1,2,2,-7,0,0,1169.118042,26800000,2,2,4,1,0,1,0.5,771,1,3,1995,4,4,5,5,5,5,0,4,1.369453612,1,7.064004933,17.10391245
3605,1,1,5,5,2,3,MOROCCO,1997,600,5,1,1,2,1,-7,0,0,1123.735962,27300000,0,2,2,0,0,0,0,786,1,2,1996,5,4,2,5,5,5,0,2,0.676306431,0,7.024414094,17.12239726
3606,1,1,5,4,2,2,MOROCCO,1998,600,2,0,0,1,1,-6,0,0,1189.723999,27800000,3,1,4,0,0,0,0,800,1,2,1997,5,5,4,5,5,5,0,4,1.369453612,1,7.081476626,17.14054658
3607,1,1,5,4,2,2,MOROCCO,1999,600,4,0,0,2,2,-6,0,0,1169.282959,28200000,2,3,5,1,1,2,1,809,1,3,1998,2,5,4,5,5,5,0,5,1.592597163,1,7.064145984,17.15483254
3608,1,1,5,4,2,3,MOROCCO,2000,600,4,0,1,2,1,-6,0,0,1161.262939,28700000,1,2,3,3,0,3,1.5,NA,1,3,1999,4,2,3,5,5,5,0,3,1.08177154,1,7.057263433,17.17240768
3631,1,1,6,6,5,5,ALGERIA,1996,615,5,1,1,1,2,-3,0,0,1666.490967,28600000,2,2,4,0,0,0,0,646,0,1,1995,8,6,8,6,7,6,0,4,1.369453612,1,7.418475477,17.16891728
3632,1,1,6,6,5,5,ALGERIA,1997,615,8,2,2,2,2,-3,0,0,1657.036011,2.90E+07,11,4,15,3,0,3,1.5,655,0,2,1996,5,8,4,6,6,6,0,15,2.691209452,1,7.41278575,17.18280639
3633,1,1,6,5,5,5,ALGERIA,1998,615,4,1,1,1,1,-3,0,0,1714.276978,29500000,9,6,15,6,2,8,4,675,0,2,1997,8,5,8,6,6,6,0,15,2.691209452,1,7.446746683,17.19990082
3634,1,1,6,5,5,5,ALGERIA,1999,615,8,2,2,2,2,-3,0,0,1742.965942,3.00E+07,4,6,10,0,0,0,0,666,0,1,1998,4,8,4,6,6,6,0,10,2.285744344,1,7.463343506,17.21670794
3635,1,1,6,5,5,4,ALGERIA,2000,615,4,1,1,1,1,-3,0,0,1759.245972,30400000,4,3,7,3,0,3,1.5,NA,0,2,1999,8,4,4,6,6,6,0,7,1.9290694,1,7.472640571,17.22995317
3658,1,1,6,5,3,2,TUNISIA,1996,616,2,0,0,1,1,-3,0,0,1746.376953,9089300,4,0,4,1,0,1,0.5,742,0,2,1995,4,4,5,6,6,6,0,4,1.369453612,1,7.465298608,16.02260846
3659,1,1,6,5,4,3,TUNISIA,1997,616,5,0,1,2,2,-3,0,0,1816.265991,9215000,3,1,4,0,0,0,0,751,0,1,1996,2,4,4,6,6,6,0,4,1.369453612,1,7.504538019,16.03634315
3660,1,1,6,5,3,3,TUNISIA,1998,616,4,0,0,2,2,-3,0,0,1879.041992,9333300,1,3,4,2,0,2,1,754,0,2,1997,5,2,2,6,6,6,0,4,1.369453612,1,7.538517347,16.04909921
3661,1,1,6,5,3,3,TUNISIA,1999,616,2,0,0,1,1,-3,0,0,1966.973022,9455900,6,3,9,0,0,0,0,751,0,1,1998,4,5,5,6,6,6,0,9,2.180383828,1,7.584251103,16.06214944
3662,1,1,6,5,3,3,TUNISIA,2000,616,5,0,1,2,2,-3,0,0,2035.694946,9563500,1,3,4,1,0,1,0.5,NA,0,2,1999,2,4,4,6,6,6,0,4,1.369453612,1,7.618592537,16.07346433
3712,0,1,7,7,5,4,SUDAN,1996,625,8,2,2,2,2,-7,0,0,330.1047058,28800000,2,3,5,0,0,0,0,437,1,2,1995,6,6,8,7,7,7,0,5,1.592597163,1,5.799409894,17.17588595
3713,0,1,7,7,4,5,SUDAN,1997,625,8,2,2,2,2,-7,0,0,342.6275024,29500000,0,2,2,0,1,1,0.5,437,1,3,1996,8,6,8,7,7,7,0,2,0.676306431,0,5.836643858,17.19990082
3714,0,1,7,7,4,5,SUDAN,1998,625,8,2,2,2,2,-7,0,0,356.1954041,30200000,0,3,3,0,0,0,0,441,1,2,1997,8,8,8,7,7,7,0,3,1.08177154,0,5.875479468,17.22335248
3715,0,1,7,7,5,5,SUDAN,1999,625,8,2,2,2,2,-7,0,0,371.2719116,30800000,1,3,4,0,3,3,1.5,433,1,3,1998,8,8,8,7,7,7,0,4,1.369453612,1,5.91693471,17.24302525
3716,0,1,7,7,5,5,SUDAN,2000,625,8,2,2,2,2,-7,0,0,387.8059998,31400000,2,2,4,3,0,3,1.5,NA,1,3,1999,8,8,8,7,7,7,0,4,1.369453612,1,5.960505214,17.26231845
3739,0,1,6,7,4,3,IRAN,1996,630,6,1,2,2,1,-6,0,0,1400.265015,6.10E+07,3,4,7,1,0,1,0.5,577,1,3,1995,6,5,7,6,6,6,0,7,1.9290694,1,7.244416794,17.92638442
3740,0,1,6,7,4,4,IRAN,1997,630,7,1,2,2,2,3,0,0,1450.266968,60900000,5,6,11,6,0,6,3,593,1,3,1996,6,6,7,6,6,6,0,11,2.381054524,1,7.279502934,17.92474373
3741,0,1,6,6,4,3,IRAN,1998,630,7,1,2,2,2,3,0,0,1455.906006,61900000,4,5,9,3,2,5,2.5,604,1,3,1997,7,6,8,6,6,6,0,9,2.180383828,1,7.28338367,17.94103074
3742,0,1,6,6,4,4,IRAN,1999,630,8,2,2,2,2,3,0,0,1459.890991,62700000,4,5,9,1,1,2,1,608,1,3,1998,7,7,7,6,6,6,0,9,2.180383828,1,7.286117048,17.95387201
3743,0,1,6,6,3,4,IRAN,2000,630,7,1,2,2,2,3,0,0,1511.198975,63700000,8,11,19,3,0,3,1.5,NA,1,3,1999,8,7,7,6,6,6,0,19,2.92759823,1,7.320658638,17.96969512
3766,1,0,4,5,4,4,TURKEY,1996,640,8,2,2,2,2,8,0,0,2794.667969,62900000,22,17,39,5,0,5,2.5,1205,0,2,1995,7,8,8,5,5,4,1,39,3.646720897,1,7.935468584,17.95705672
3767,1,0,4,5,3,4,TURKEY,1997,640,8,2,2,2,2,7,0,0,2951.474121,6.40E+07,11,13,24,3,1,4,2,1255,0,2,1996,8,7,6,4,5,4,1,24,3.161213081,1,7.990060027,17.97439364
3768,1,0,4,5,4,4,TURKEY,1998,640,6,1,1,2,2,7,0,0,2989.399902,65200000,12,11,23,6,2,8,4,1318,0,2,1997,8,8,7,4,4,4,1,23,3.118653467,1,8.002827945,17.99297003
3769,1,0,4,5,4,4,TURKEY,1999,640,7,1,2,2,2,7,0,0,2799.815918,66300000,17,14,31,9,1,10,5,1364,0,2,1998,6,8,6,4,4,4,1,31,3.417146455,1,7.93730895,18.00970046
3770,1,0,4,5,4,3,TURKEY,2000,640,6,0,2,2,2,7,0,0,2955.611084,67400000,17,20,37,7,0,7,3.5,NA,0,2,1999,7,6,6,4,4,4,1,37,3.594077164,1,7.991460705,18.02615558
3820,1,1,6,6,4,3,EGYPT.UAR,1996,651,5,0,1,2,2,-6,0,0,1361.467041,59300000,6,1,7,3,0,3,1.5,1078,0,2,1995,4,5,4,6,6,6,0,7,1.9290694,1,7.216318104,17.89811986
3821,1,1,6,6,4,4,EGYPT.UAR,1997,651,4,0,0,2,2,-6,0,0,1409.042969,60400000,2,6,8,2,1,3,1.5,1107,0,2,1996,5,4,3,6,6,6,0,8,2.062600793,1,7.250666007,17.91649966
3822,1,1,6,6,3,3,EGYPT.UAR,1998,651,3,0,0,1,2,-6,0,0,1445.300049,61600000,2,7,9,1,0,1,0.5,1128,0,2,1997,4,5,5,6,6,6,0,9,2.180383828,1,7.276072225,17.93617243
3823,1,1,6,6,3,3,EGYPT.UAR,1999,651,5,1,1,2,1,-6,0,0,1507.012939,62800000,5,6,11,3,0,3,1.5,1129,0,2,1998,3,4,4,6,6,6,0,11,2.381054524,1,7.317884785,17.95546563
3824,1,1,6,5,3,3,EGYPT.UAR,2000,651,4,0,0,2,2,-6,0,0,1554.139038,6.40E+07,12,6,18,3,0,3,1.5,NA,0,2,1999,5,3,5,6,6,6,0,18,2.873531009,1,7.348676998,17.97439364
3847,0,1,7,7,3,3,SYRIA,1996,652,5,1,1,1,2,-9,0,0,1144.040039,14600000,0,3,3,0,0,0,0,366,1,2,1995,3,4,5,7,7,7,0,3,1.08177154,0,7.042321171,16.49653209
3848,0,1,7,7,3,3,SYRIA,1997,652,5,1,0,2,2,-9,0,0,1133.994995,1.50E+07,2,2,4,0,0,0,0,360,0,1,1996,5,3,5,7,7,7,0,4,1.369453612,1,7.033502071,16.52356076
3849,0,1,7,7,3,3,SYRIA,1998,652,5,1,0,2,2,-9,0,0,1175.560059,15400000,4,4,8,0,0,0,0,355,0,1,1997,5,5,5,7,7,7,0,8,2.062600793,1,7.069499959,16.54987807
3850,0,1,7,7,3,3,SYRIA,1999,652,5,1,0,2,2,-9,0,0,1135.715942,15800000,2,9,11,0,0,0,0,363,0,1,1998,5,5,6,7,7,7,0,11,2.381054524,1,7.035018517,16.5755205
3851,0,1,7,7,3,3,SYRIA,2000,652,6,1,1,2,2,-7,0,0,1114.51001,16200000,3,5,8,1,0,1,0.5,NA,0,2,1999,5,5,4,7,7,7,0,8,2.062600793,1,7.016170134,16.6005218
3901,1,1,4,4,3,1,JORDAN,1996,663,4,0,1,2,1,-2,0,0,1712.279053,4325050,0,0,0,0,0,0,0,500,0,0,1995,4,2,3,4,4,4,0,0.01,-4.622010935,0,7.445580542,15.27993426
3902,1,1,4,4,2,2,JORDAN,1997,663,3,0,0,2,1,-2,0,0,1716.004028,4459120,0,0,0,1,0,1,0.5,504,0,1,1996,4,4,3,4,4,4,0,0.01,-4.622010935,0,7.447753628,15.310462
3903,1,1,4,5,3,2,JORDAN,1998,663,3,0,0,2,1,-2,0,0,1714.609009,4597350,1,2,3,0,1,1,0.5,511,0,2,1997,3,4,4,4,4,4,0,3,1.08177154,1,7.44694035,15.34099061
3904,1,1,4,4,3,2,JORDAN,1999,663,4,0,1,2,1,-2,0,0,1713.828979,4739870,0,1,1,0,0,0,0,523,0,1,1998,3,3,4,4,4,4,0,1,-0.016840749,0,7.446485316,15.37152027
3905,1,1,4,4,3,2,JORDAN,2000,663,4,0,1,2,1,-2,0,0,1732.409058,4886810,0,1,1,0,0,0,0,NA,0,1,1999,4,3,3,4,4,5,0,1,-0.016840749,0,7.457268238,15.4020503
3928,1,1,1,3,4,3,ISRAEL,1996,666,3,0,1,1,1,9,0,0,17277.81055,5692000,21,5,26,6,0,6,3,1628,1,3,1995,4,6,5,1,1,1,1,26,3.241255789,1,9.75717833,15.55457224
3929,1,1,1,3,4,2,ISRAEL,1997,666,5,0,1,2,2,9,0,0,17355.66992,5836000,13,7,20,2,1,3,1.5,1679,1,3,1996,3,4,4,1,1,1,1,20,2.978891524,1,9.761674529,15.57955619
3930,1,1,1,3,4,2,ISRAEL,1998,666,4,0,1,2,1,9,0,0,17517.4707,5971000,21,12,33,3,1,4,2,1723,1,3,1997,5,3,5,1,1,1,1,33,3.479666812,1,9.770953988,15.60242498
3931,1,1,1,2,4,3,ISRAEL,1999,666,5,0,1,2,2,10,0,0,17528.86914,6125000,13,3,16,1,2,3,1.5,1752,1,3,1998,4,5,5,1,1,1,1,16,2.755747973,1,9.771604466,15.62788931
3932,1,1,1,3,4,4,ISRAEL,2000,666,5,1,2,1,1,10,0,0,18357.78906,6289000,23,12,35,2,3,5,2.5,NA,1,3,1999,5,4,6,1,1,1,1,35,3.538507312,1,9.817809235,15.65431263
3955,0,0,7,7,3,2,S-ARABIA,1996,670,5,0,1,2,2,-10,0,0,9195.80957,18700000,0,0,0,3,0,3,1.5,629,1,2,1995,4,4,4,7,7,7,0,0.01,-4.622010935,0,9.126503178,16.74403408
3956,1,0,7,7,4,2,S-ARABIA,1997,670,4,0,0,2,2,-10,0,0,9190.669922,19200000,3,3,6,2,1,3,1.5,649,1,3,1996,5,4,3,7,7,7,0,6,1.77491872,1,9.12594411,16.77042084
3957,1,0,7,7,4,3,S-ARABIA,1998,670,3,0,0,2,1,-10,0,0,9209.886719,19700000,2,7,9,0,0,0,0,658,1,2,1997,4,5,3,7,7,7,0,9,2.180383828,1,9.128032829,16.79612919
3958,1,0,7,7,4,3,S-ARABIA,1999,670,3,0,0,2,1,-10,0,0,8908.810547,20200000,2,4,6,0,0,0,0,674,0,1,1998,3,4,3,7,7,7,0,6,1.77491872,1,9.094796015,16.82119316
3959,1,0,7,7,3,3,S-ARABIA,2000,670,3,0,0,2,1,-10,0,0,9105.442383,20700000,9,27,36,0,0,0,0,NA,0,1,1999,3,3,3,7,7,7,0,36,3.566678189,1,9.116627578,16.84564426
4034,1,1,5,5,2,2,KUWAIT,1996,690,6,2,0,2,2,-7,0,0,18325.38086,1894000,2,3,5,0,0,0,0,465,0,1,1995,3,2,3,5,5,5,0,5,1.592597163,1,9.81604231,14.45420155
4035,1,1,5,4,2,2,KUWAIT,1997,690,3,0,0,2,1,-7,0,0,17738.10938,1980000,0,0,0,0,0,0,0,471,0,0,1996,6,3,3,5,5,5,0,0.01,-4.622010935,0,9.783470676,14.4986074
4036,1,1,5,5,2,2,KUWAIT,1998,690,3,0,0,2,1,-7,0,0,17874.07031,2027000,0,2,2,0,0,0,0,467,0,1,1997,3,6,3,5,5,4,0,2,0.676306431,0,9.791106356,14.52206743
4037,1,1,4,5,2,1,KUWAIT,1999,690,3,0,0,2,1,-7,0,0,16919.81055,2107000,0,0,0,0,0,0,0,483,0,0,1998,3,3,3,5,5,4,0,0.01,-4.622010935,0,9.736240436,14.56077569
4038,1,1,4,5,2,1,KUWAIT,2000,690,3,0,0,2,1,-7,0,0,16905.76953,2190000,2,1,3,0,0,0,0,NA,0,1,1999,3,3,2,4,5,4,0,3,1.08177154,1,9.735410235,14.5994121
4061,0,0,7,6,4,2,BAHRAIN,1996,692,5,0,1,2,2,-9,0,0,11215.20996,599000,4,2,6,0,0,0,0,263,0,1,1995,4,2,3,6,6,7,0,6,1.77491872,1,9.325026168,13.30301688
4062,0,0,7,6,2,3,BAHRAIN,1997,692,3,0,0,2,1,-9,0,0,11170.48047,620000,2,2,4,1,0,1,0.5,264,0,2,1996,5,4,5,7,6,7,0,4,1.369453612,1,9.321029905,13.33747476
