gpr_mean,true_y,gpr_lwr,gpr_upr,day
1.6627954007723223e-06,0.0,1.1291112442782262e-06,2.196479557266418e-06,579
1.6646338607759448e-06,2.6434955470317504e-06,1.131648942235385e-06,2.197618779316505e-06,580
1.6662014525052287e-06,0.0,1.133850384151582e-06,2.198552520858876e-06,581
1.6674873589347955e-06,0.0,1.1357057869625833e-06,2.199268930907008e-06,582
1.668481953706635e-06,2.259677634388678e-06,1.137207169899834e-06,2.199756737513436e-06,583
1.6691768261187812e-06,0.0,1.1383483107043211e-06,2.2000053415332414e-06,584
1.6695648027281805e-06,0.0,1.139124695405373e-06,2.2000049100509883e-06,585
1.669639965503227e-06,0.0,1.1395334629792881e-06,2.199746468027166e-06,586
1.6693976664697501e-06,4.904713675077433e-06,1.1395733461540407e-06,2.1992219867854596e-06,587
1.6688345388014098e-06,4.449249634049218e-06,1.1392446095315695e-06,2.19842446807125e-06,588
1.667948504316433e-06,0.0,1.1385489861239237e-06,2.1973480225089423e-06,589
1.6667387773599873e-06,0.0,1.137489613280057e-06,2.1959879414399176e-06,590
1.665205865043268e-06,0.0,1.136070968860596e-06,2.19434076122594e-06,591
1.6633515638451404e-06,2.2192238042822142e-06,1.1342988084080638e-06,2.192404319282217e-06,592
1.6611789525660308e-06,2.125253967849158e-06,1.13218010391304e-06,2.1901778012190216e-06,593
1.6586923816605397e-06,2.259105891070432e-06,1.1297229846774173e-06,2.1876617786436623e-06,594
1.6558974589598175e-06,2.2651287952232966e-06,1.1269366806273929e-06,2.184858237292242e-06,595
1.6528010318279962e-06,0.0,1.123831468336264e-06,2.1817705953197284e-06,596
1.6494111657869063e-06,4.8728312855259855e-06,1.1204186198884774e-06,2.178403711685335e-06,597
1.6457371196720932e-06,0.0,1.116710354632511e-06,2.1747638847116756e-06,598
1.641789317371624e-06,2.5210825528481927e-06,1.1127197937617834e-06,2.170858840981465e-06,599
1.6375793162359062e-06,1.9093625593095746e-06,1.1084609176032753e-06,2.166697714868537e-06,600
1.633119772227416e-06,2.288130551576751e-06,1.103948525396102e-06,2.16229101905873e-06,601
1.6284244019086913e-06,2.275447466744335e-06,1.099198197303986e-06,2.1576506065133967e-06,602
1.6235079413733314e-06,0.0,1.0942262583431818e-06,2.152789624403481e-06,603
1.6183861022185282e-06,0.0,1.0890497438606615e-06,2.147722460576395e-06,604
1.6130755246897226e-06,0.0,1.0836863661801228e-06,2.1424646831993227e-06,605
1.6075937281171764e-06,2.488465960274129e-06,1.0781544819896282e-06,2.1370329742447248e-06,606
1.6019590587774445e-06,0.0,1.0724730600467395e-06,2.13144505750815e-06,607
1.5961906353229507e-06,4.328086250102792e-06,1.0666616487493318e-06,2.1257196218965697e-06,608
1.5903082919378268e-06,4.651790241474431e-06,1.0607403431484266e-06,2.119876240727227e-06,609
1.584332519352894e-06,4.467177413950995e-06,1.0547297509457e-06,2.113935287760088e-06,610
1.5782844039048324e-06,0.0,1.0486509570738114e-06,2.107917850735854e-06,611
1.5721855647917438e-06,0.0,1.042525486446255e-06,2.1018456431372325e-06,612
1.5660580897046095e-06,2.483756234228148e-06,1.036375264513094e-06,2.095740914896125e-06,613
1.559924469006562e-06,0.0,1.0302225752702951e-06,2.089626362742829e-06,614
1.5538075286465219e-06,2.2142509189141317e-06,1.0240900164325972e-06,2.083525040860447e-06,615
1.5477303619870714e-06,2.1198566976872365e-06,1.0180004515032365e-06,2.077460272470906e-06,616
1.541716260738116e-06,6.423377668913422e-06,1.011976958538069e-06,2.071455562938163e-06,617
1.5357886451893343e-06,0.0,1.006042775455475e-06,2.0655345149231935e-06,618
1.5299709939240823e-06,0.0,1.000221241779664e-06,2.059720746068501e-06,619
1.5242867732252235e-06,2.341191151233925e-06,9.945357368075064e-07,2.0540378096429408e-06,620
1.51875936635037e-06,0.0,9.890096142059411e-07,2.048509118494799e-06,621
1.5134120028897432e-06,2.1494790737464776e-06,9.836661331559992e-07,2.0431578726234872e-06,622
1.5082676883891654e-06,0.0,9.785283861893804e-07,2.0380069905889504e-06,623
1.5033491344393257e-06,0.0,9.736192239551764e-07,2.033079044923475e-06,624
1.4986786894242325e-06,2.162615726974089e-06,9.689611772103287e-07,2.028396201638136e-06,625
1.4942782701190443e-06,2.287387346173201e-06,9.645763763829871e-07,2.0239801638551015e-06,626
1.4901692943340022e-06,0.0,9.604864691427383e-07,2.0198521195252663e-06,627
1.4863726147726042e-06,0.0,9.567125364272727e-07,2.0160326931179355e-06,628
1.4829084543192427e-06,2.0002680359168127e-06,9.532750074883055e-07,2.01254190115018e-06,629
1.4797963428950437e-06,3.8391031854958686e-06,9.501935744878809e-07,2.0093991113022066e-06,630
1.4770550560943277e-06,2.0300776301685776e-06,9.47487107305085e-07,2.0066230048835706e-06,631
1.4747025557468434e-06,0.0,9.451735691728995e-07,2.0042315423207876e-06,632
1.472755932580206e-06,2.7608522198632275e-06,9.432699338497735e-07,2.0022419313106386e-06,633
1.471231351139327e-06,0.0,9.417921050120095e-07,2.000670597266645e-06,634
1.4701439971120865e-06,0.0,9.407548386021405e-07,1.999533155622033e-06,635
1.4695080272137764e-06,0.0,9.401716688560565e-07,1.9988443855714963e-06,636
1.4693365217588988e-06,3.44491410106689e-06,9.400548387287491e-07,1.9986182047890487e-06,637
1.4696414400526753e-06,0.0,9.404152354480014e-07,1.9988676446573492e-06,638
1.4704335787358855e-06,3.5814823038959366e-06,9.412623319047603e-07,1.9996048255670105e-06,639
1.4717225331794536e-06,0.0,9.426041345470012e-07,2.000840931811906e-06,640
1.4735166620468543e-06,3.8059715693923767e-06,9.444471384372652e-07,2.002586185656443e-06,641
1.4758230551180554e-06,0.0,9.467962900785049e-07,2.004849820157606e-06,642
1.4786475044589236e-06,6.951734110073758e-06,9.496549585605158e-07,2.0076400503573317e-06,643
1.481994479018916e-06,0.0,9.530249155272364e-07,2.010964042510596e-06,644
1.4858671027232185e-06,6.730267696397624e-06,9.569063243907308e-07,2.014827881055706e-06,645
1.4902671361135667e-06,0.0,9.612977391303706e-07,2.019236533096763e-06,646
1.495194961603771e-06,0.0,9.661961129505809e-07,2.0241938102569612e-06,647
1.5006495723582586e-06,0.0,9.715968169215179e-07,2.029702327794999e-06,648
1.506628564855545e-06,0.0,9.77493668672852e-07,2.035763461038238e-06,649
1.5131281351314026e-06,0.0,9.838789710515564e-07,2.042377299211249e-06,650
1.5201430787209524e-06,0.0,9.907435605283382e-07,2.0495425969135665e-06,651
1.5276667942964294e-06,0.0,9.980768650263794e-07,2.0572567235664796e-06,652
1.5356912909840606e-06,0.0,1.0058669706682885e-06,2.0655156112998327e-06,653
1.5442071993437306e-06,0.0,1.0141006968197497e-06,2.0743137018677114e-06,654
1.5532037859766854e-06,0.0,1.0227636786541497e-06,2.083643893299221e-06,655
1.5626689717197104e-06,1.0275767342926332e-05,1.0318404563054803e-06,2.0934974871339403e-06,656
1.5725893533711444e-06,0.0,1.0413145695642388e-06,2.10386413717805e-06,657
1.5829502288952115e-06,0.0,1.0511686569230203e-06,2.114731800867403e-06,658
1.5937356260232976e-06,0.0,1.061384557669776e-06,2.1260866943768196e-06,659
1.604928334182158e-06,0.0,1.0719434156420147e-06,2.137913252722301e-06,660
1.616509939658186e-06,0.0,1.0828257831642355e-06,2.1501940961521364e-06,661
1.628460863893748e-06,0.0,1.094011723643713e-06,2.1629100041437834e-06,662
1.640760404821147e-06,0.0,1.1054809112788993e-06,2.1760398983633946e-06,663
1.6533867811109617e-06,6.6669555680746165e-06,1.1172127263252226e-06,2.189560835896701e-06,664
1.6663171792265847e-06,0.0,1.129186344410593e-06,2.203448014042576e-06,665
1.6795278031369317e-06,3.4208266769747576e-06,1.1413808184103708e-06,2.217674787863493e-06,666
1.6929939265800006e-06,0.0,1.1537751515144506e-06,2.2322127016455507e-06,667
1.7066899477085362e-06,3.88132461846579e-06,1.1663483601703032e-06,2.2470315352467695e-06,668
1.7205894459870011e-06,3.6226765058560567e-06,1.1790795257333078e-06,2.2620993662406945e-06,669
1.734665241189787e-06,3.4179270272579684e-06,1.191947833762713e-06,2.277382648616861e-06,670
1.7488894543290117e-06,0.0,1.204932600021789e-06,2.2928463086362346e-06,671
1.763233570358944e-06,3.0976343366570954e-06,1.2180132823837258e-06,2.308453858334162e-06,672
1.7776685024954152e-06,3.1512737448476672e-06,1.231169477945576e-06,2.3241675270452546e-06,673
1.7921646579676032e-06,0.0,1.244380904763761e-06,2.339948411171445e-06,674
1.8066920050368765e-06,0.0,1.257627367706924e-06,2.355756642366829e-06,675
1.8212201411127675e-06,0.0,1.2708887079959144e-06,2.371551574229621e-06,676
1.8357183617706982e-06,3.3317674026540858e-06,1.284144736010067e-06,2.3872919875313296e-06,677
1.850155730515338e-06,0.0,1.2973751469977213e-06,2.402936314032955e-06,678
1.8645011490843354e-06,0.0,1.3105594192612816e-06,2.4184428789073895e-06,679
1.8787234281336808e-06,0.0,1.3236766944061412e-06,2.4337701618612207e-06,680
1.8927913581110629e-06,0.0,1.336705639147259e-06,2.4488770770748664e-06,681
1.9066737801360984e-06,0.0,1.34962428811956e-06,2.4637232721526366e-06,682
1.920339656714327e-06,7.2423620239504916e-06,1.3624098670688335e-06,2.4782694463598204e-06,683
1.933758142103061e-06,3.15520119140397e-06,1.3750385957392204e-06,2.492477688466902e-06,684
1.9468986521527397e-06,0.0,1.3874854697282713e-06,2.5063118345772085e-06,685
1.9597309334456227e-06,5.900523081371164e-06,1.399724020599455e-06,2.5197378462917906e-06,686
1.972225131574879e-06,0.0,1.4117260536079502e-06,2.532724209541807e-06,687
1.9843518583739503e-06,3.0746336573997205e-06,1.4234613625665308e-06,2.5452423541813696e-06,688
1.9960822579554593e-06,0.0,1.4348974216800231e-06,2.557267094230895e-06,689
2.0073880713824956e-06,1.03320372366622e-05,1.4459990546470353e-06,2.5687770881179555e-06,690
2.018241699825375e-06,0.0,1.4567280820328869e-06,2.5797553176178634e-06,691
2.0286162660511344e-06,0.0,1.4670429488922618e-06,2.5901895832100076e-06,692
2.0384856741022567e-06,2.759442813307137e-06,1.4768983359484067e-06,2.6000730122561066e-06,693
2.047824667022069e-06,2.9969730572122155e-06,1.4862447593680647e-06,2.609404574676073e-06,694
2.0566088825002947e-06,3.0284125667007874e-06,1.4950281663674484e-06,2.6181895986331405e-06,695
2.0648149063042354e-06,1.0346825593907789e-05,1.5031895366076744e-06,2.6264402760007966e-06,696
2.0724203233780617e-06,0.0,1.5106645025644452e-06,2.6341761441916776e-06,697
2.079403766502786e-06,0.0,1.517383005795692e-06,2.6414245272098795e-06,698
2.085744962401082e-06,0.0,1.5232690100967175e-06,2.648220914705447e-06,699
2.091424775200857e-06,2.839320039636908e-06,1.5282402967621603e-06,2.6546092536395543e-06,700
2.0964252471488086e-06,0.0,1.5322083711070742e-06,2.6606421231905435e-06,701
2.1007296365141507e-06,3.0932937391734714e-06,1.535078512558705e-06,2.6663807604695964e-06,702
2.104322452584965e-06,3.2101595128261924e-06,1.5367500021970044e-06,2.6718949029729255e-06,703
2.1071894877049872e-06,3.0312399590176366e-06,1.5371165608197562e-06,2.6772624145902185e-06,704
2.1093178462897907e-06,0.0,1.5360670264171572e-06,2.6825686661624245e-06,705
2.1106959707650727e-06,0.0,1.5334862915766606e-06,2.687905649953485e-06,706
2.1113136643916075e-06,8.2236391247855e-06,1.5292565083379334e-06,2.6933708204452818e-06,707
2.111162110943255e-06,0.0,1.523258550401181e-06,2.6990656714853285e-06,708
2.110233891207245e-06,0.0,1.515373701388323e-06,2.7050940810261676e-06,709
2.1085229962966765e-06,3.191492756907188e-06,1.5054855149234391e-06,2.711560477669914e-06,710
2.106024837763015e-06,0.0,1.4934817705393818e-06,2.7185679049866483e-06,711
2.1027362545068927e-06,3.013836523479293e-06,1.4792564321511629e-06,2.726216076862623e-06,712
2.0986555164994423e-06,0.0,1.462711506469211e-06,2.734599526529674e-06,713
2.0937823253261893e-06,0.0,1.443758699656541e-06,2.7438059509958372e-06,714
2.088117811584193e-06,0.0,1.4223207827177051e-06,2.753914840450681e-06,715
2.0816645291505104e-06,0.0,1.3983325984075193e-06,2.7649964598935018e-06,716
2.074426446378674e-06,5.756273618710192e-06,1.3717416719959733e-06,2.7771112207613747e-06,717
2.0664089342581573e-06,1.122605342478825e-05,1.342508420588192e-06,2.7903094479281222e-06,718
2.057618751594688e-06,2.6320153078010307e-06,1.3106059864569964e-06,2.804631516732379e-06,719
2.0480640272730406e-06,2.6949238414522404e-06,1.2760197448484562e-06,2.8201083096976247e-06,720
2.0377542396674204e-06,0.0,1.2387465535420866e-06,2.836761925792754e-06,721
2.0267001932812422e-06,0.0,1.198793819125916e-06,2.854606567436568e-06,722
2.0149139926830485e-06,0.0,1.156178454226634e-06,2.873649531139463e-06,723
2.0024090138428466e-06,2.806355834694416e-06,1.1109257926840852e-06,2.893892235001608e-06,724
1.9891998729443065e-06,0.0,1.0630685181089187e-06,2.915331227779694e-06,725
1.975302392779869e-06,0.0,1.0126456478560358e-06,2.9379591377037022e-06,726
1.960733566831123e-06,4.5108338953080565e-06,9.597016010170892e-07,2.9617655326451563e-06,727
1.9455115211346173e-06,0.0,9.042853669559689e-07,2.986737675313266e-06,728
1.9296554740512993e-06,2.4504938970449494e-06,8.464497809892717e-07,3.012861167113327e-06,729
